username,registration_date,nb_of_comments,nb_of_cities,age,sex,country,top_cuisines,avg_overall_rating,avg_cuisine_rating,avg_service_rating,avg_quality_price_rating,avg_mood_rating,avg_michelin,avg_price_range_estimation
cafetrocher,2016,4,4,None,None,suisse,"{'Europeenne': 3, 'Suisse': 2, 'Pub': 1, 'Cafe': 1, 'Bar': 1}",4.12,4.25,4.06,3.81,0.0,0.0,2.0
jon-danTel ,2006,139,153,65+,H,israel,"{'Suisse': 6, 'Europeenne': 6, 'Europe_centrale': 5, 'Italie_du_Nord': 2, 'Sicilienne': 1, 'Pizza': 1, 'Italienne': 1, 'Italie_du_Sud': 1, 'Cafe': 1}",4.33,4.47,4.37,4.21,4.05,0.13,2.18
philBuss,2011,84,41,65+,H,suisse,"{'Europeenne': 24, 'Suisse': 16, 'Italienne': 16, 'Mediterraneenne': 9, 'Pizza': 6, 'Francaise': 6, 'Internationale': 5, 'Europe_centrale': 5, 'Lombarde': 4, 'Italie_du_Nord': 4, 'Chinoise': 4, 'Asiatique': 4, 'Bar': 3, 'Saine': 2, 'Grillades': 2, 'Sushi': 1, 'Japonaise': 1, 'Cafe': 1, 'Allemande': 1}",4.05,4.12,4.05,3.9,3.29,0.08,2.17
FrancisR1228,2016,10,8,None,None,None,"{'Suisse': 4, 'Japonaise': 3, 'Europeenne': 3, 'Asiatique': 3, 'Sushi': 2, 'Fusion': 2, 'Europe_centrale': 2, 'Chinoise': 2, 'Thai': 1, 'Moderne': 1, 'Italienne': 1, 'Internationale': 1}",4.09,4.17,4.23,3.73,3.58,0.15,2.15
Dino-1er,2018,44,25,None,None,suisse,"{'Suisse': 11, 'Francaise': 11, 'Europeenne': 11, 'Americaine': 2, 'Pizza': 1, 'Mediterraneenne': 1, 'Moderne': 1, 'Italienne': 1, 'Europe_centrale': 1, 'Bresilienne': 1, 'Brasserie_gastronomique': 1, 'Bar_a_vins': 1, 'Asiatique': 1}",4.03,3.23,3.45,3.26,1.64,0.0,1.94
Choucas74,2014,208,111,35-49,H,None,"{'Francaise': 13, 'Europeenne': 10, 'Italienne': 3, 'Steakhouse': 1, 'Pub': 1, 'Mediterraneenne': 1, 'Indienne': 1, 'Europe_centrale': 1, 'Cafe': 1}",3.88,3.93,3.9,3.61,2.71,0.07,1.94
Jevajupi,2016,26,17,None,None,suisse,"{'Francaise': 6, 'Europeenne': 6, 'Suisse': 3, 'Pizza': 2, 'Mediterraneenne': 2, 'Italienne': 2, 'Internationale': 2, 'Steakhouse': 1, 'Pub': 1, 'Japonaise': 1, 'Grillades': 1, 'Fusion': 1, 'Europe_centrale': 1, 'Cafe': 1, 'Brasserie_gastronomique': 1, 'Bar': 1, 'Asiatique': 1}",4.23,3.44,3.41,3.27,2.94,0.08,1.9
DenisLeLorrain,2016,103,69,50-64,H,france,"{'Francaise': 2, 'Europeenne': 2, 'Restauration_rapide': 1}",3.68,3.68,3.68,3.64,3.27,0.0,1.73
melanyhysteria,2016,114,63,None,None,None,"{'Francaise': 12, 'Europeenne': 8, 'Moderne': 2, 'Internationale': 2, 'Sushi': 1, 'Saine': 1, 'Pizza': 1, 'Japonaise': 1, 'Diner': 1, 'Cafe': 1, 'Brasserie_gastronomique': 1, 'Asiatique': 1}",4.26,4.31,4.35,4.08,2.46,0.06,2.0
mmo2900,2017,12,8,None,None,None,"{'Europeenne': 9, 'Suisse': 7, 'Francaise': 6, 'Restauration_rapide': 2, 'Steakhouse': 1, 'Saine': 1, 'Pub': 1, 'Pizza': 1, 'Moderne': 1, 'Italienne': 1, 'Cafe': 1, 'Bar': 1, 'Asiatique': 1, 'Americaine': 1}",4.24,3.54,3.86,3.73,1.61,0.0,1.91
doch16,2016,7,8,None,None,None,"{'Europeenne': 5, 'Suisse': 2, 'Francaise': 2, 'Steakhouse': 1, 'Pizza': 1, 'Europe_centrale': 1}",4.29,4.29,4.29,3.95,1.93,0.0,2.0
confet72,2015,65,47,None,None,suisse,"{'Europeenne': 4, 'Suisse': 3, 'Francaise': 2, 'Europe_centrale': 2, 'Cafe': 1}",4.38,4.38,4.38,4.0,4.38,0.0,2.0
aldan42,2016,40,30,65+,H,suisse,"{'Europeenne': 26, 'Suisse': 17, 'Francaise': 15, 'Mediterraneenne': 5, 'Italienne': 5, 'Pizza': 3, 'Internationale': 1, 'Europe_centrale': 1, 'Brasserie_gastronomique': 1, 'Asiatique': 1}",4.11,4.23,4.13,3.92,3.56,0.17,2.28
ChristopherMichaud18,2016,68,55,25-34,H,suisse,"{'Europeenne': 26, 'Suisse': 16, 'Francaise': 15, 'Pizza': 3, 'Mediterraneenne': 3, 'Italienne': 3, 'Europe_centrale': 3, 'Brasserie_gastronomique': 3, 'Americaine': 3, 'Cafe': 2, 'Bar_a_vins': 2, 'Bar': 2, 'Traiteur': 1, 'Saine': 1, 'Restauration_rapide': 1, 'Pub': 1, 'Internationale': 1, 'Grillades': 1, 'Grecque': 1, 'Bar_a_bieres': 1}",4.04,3.81,3.67,3.52,2.2,0.16,2.25
ClaudiaMadduxSan ,2015,369,553,None,None,None,"{'Europeenne': 4, 'Francaise': 2, 'Suisse': 1, 'Pub': 1, 'Internationale': 1, 'Cafe': 1, 'Britannique': 1, 'Bar': 1, 'Americaine': 1}",3.9,3.9,3.8,3.5,3.1,0.2,2.2
MarieBee1975,2014,57,36,None,None,france,"{'Francaise': 12, 'Europeenne': 7, 'Saine': 2, 'Cafe': 2, 'Bar': 2, 'Asiatique': 2, 'Thai': 1, 'Restauration_rapide': 1, 'Japonaise': 1, 'Internationale': 1, 'Chinoise': 1, 'Americaine': 1}",3.76,3.69,3.65,3.52,1.93,0.07,2.07
Promethe74,2018,65,40,None,None,france,"{'Europeenne': 8, 'Pizza': 4, 'Italienne': 4, 'Francaise': 3, 'Suisse': 2, 'Mediterraneenne': 2, 'Saine': 1, 'Moderne': 1, 'Cafe': 1, 'Bar': 1, 'Americaine': 1}",3.99,3.45,3.32,3.08,1.86,0.0,1.74
sorgim,2011,90,211,50-64,H,suisse,"{'Europeenne': 14, 'Francaise': 13, 'Suisse': 9, 'Italienne': 4, 'Mediterraneenne': 3, 'Moderne': 2, 'Europe_centrale': 2, 'Asiatique': 2, 'Saine': 1, 'Pizza': 1, 'Libanaise': 1, 'Japonaise': 1, 'Internationale': 1, 'Indienne': 1, 'Grillades': 1, 'Chinoise': 1, 'Brasserie_gastronomique': 1}",3.87,4.09,3.89,3.74,2.68,0.08,2.11
12_cs_64,2017,55,29,None,None,suisse,"{'Europeenne': 11, 'Francaise': 10, 'Suisse': 7, 'Bar': 6, 'Americaine': 5, 'Restauration_rapide': 4, 'Traiteur': 3, 'Saine': 2, 'Cafe': 2, 'Thai': 1, 'Pub': 1, 'Pizza': 1, 'Asiatique': 1}",4.19,4.26,4.2,4.1,3.68,0.0,1.89
zaz7701,2008,41,22,None,None,france,"{'Francaise': 10, 'Europeenne': 9, 'Asiatique': 3, 'Thai': 2, 'Italienne': 2, 'Indienne': 2, 'Vietnamienne': 1, 'Suisse': 1, 'Saine': 1, 'Pub': 1, 'Pizza': 1, 'Pakistanaise': 1, 'Mediterraneenne': 1, 'Marocaine': 1, 'Libanaise': 1, 'Internationale': 1, 'Grillades': 1, 'Chinoise': 1, 'Bar': 1}",3.93,3.72,3.6,3.51,1.93,0.06,1.92
JoelleD477,2017,24,22,None,None,france,"{'Francaise': 2, 'Europeenne': 2, 'Italienne': 1, 'Cafe': 1, 'Bar': 1}",4.17,4.5,4.5,4.33,1.17,0.0,2.0
maryv0nneu,2016,35,32,None,None,None,"{'Francaise': 4, 'Europeenne': 4, 'Italienne': 1, 'Cafe': 1, 'Bar': 1}",4.19,4.29,4.29,4.1,3.24,0.0,2.0
NeptuneGe,2016,115,54,None,None,france,"{'Europeenne': 34, 'Francaise': 32, 'Suisse': 13, 'Italienne': 7, 'Mediterraneenne': 4, 'Grillades': 4, 'Steakhouse': 3, 'Pizza': 3, 'Thai': 2, 'Internationale': 2, 'Fusion': 2, 'Brasserie_gastronomique': 2, 'Bar': 2, 'Asiatique': 2, 'Vietnamienne': 1, 'Pub': 1, 'Moderne': 1, 'Europe_centrale': 1, 'Chinoise': 1, 'Cafe': 1, 'Belge': 1}",4.03,4.15,4.08,3.82,3.11,0.12,2.28
denisp820,2014,10,7,None,None,None,"{'Europeenne': 5, 'Francaise': 2, 'Americaine': 2, 'Suisse': 1, 'Restauration_rapide': 1, 'Pub': 1, 'Cafe': 1, 'Bar': 1}",3.92,4.0,3.87,3.63,2.77,0.0,2.0
flavioge,2012,95,50,35-49,H,suisse,"{'Italienne': 3, 'Indienne': 3, 'Pizza': 2, 'Napolitaine': 2, 'Italie_du_Sud': 2, 'Europeenne': 2, 'Campanie': 2, 'Toscane': 1, 'Thai': 1, 'Restauration_rapide': 1, 'Pakistanaise': 1, 'Mediterraneenne': 1, 'Italie_du_Centre': 1, 'Francaise': 1, 'Asiatique': 1, 'Americaine': 1}",3.94,3.12,2.96,2.98,0.6,0.0,1.62
Djeo N,2011,45,30,35-49,H,suisse,"{'Europeenne': 15, 'Suisse': 9, 'Francaise': 9, 'Pizza': 2, 'Italienne': 2, 'Europe_centrale': 2, 'Steakhouse': 1, 'Portugaise': 1, 'Mediterraneenne': 1, 'Grillades': 1, 'Cafe': 1, 'Bar_a_vins': 1}",3.98,4.12,3.99,3.73,3.38,0.13,2.03
jackie p,2009,29,25,65+,F,suisse,"{'Europeenne': 15, 'Francaise': 14, 'Suisse': 3, 'Asiatique': 2, 'Traiteur': 1, 'Japonaise': 1, 'Italienne': 1, 'Internationale': 1, 'Chinoise': 1, 'Cafe': 1, 'Brasserie_gastronomique': 1, 'Bar': 1}",4.21,4.27,4.14,3.95,3.62,0.21,2.32
BourgenBresseJfk,2011,377,192,None,None,None,"{'Francaise': 7, 'Europeenne': 5, 'Pizza': 4, 'Italienne': 4, 'Bar': 3, 'Mediterraneenne': 1, 'Internationale': 1, 'Chinoise': 1, 'Cafe': 1, 'Asiatique': 1}",3.76,3.6,3.57,3.57,2.86,0.0,1.81
PA666,2006,14,34,None,None,None,"{'Europeenne': 4, 'Francaise': 3, 'Diner': 2, 'Suisse': 1, 'Restauration_rapide': 1, 'Mediterraneenne': 1, 'Italienne': 1, 'Indienne': 1, 'Americaine': 1}",3.91,4.07,3.74,3.65,3.91,0.0,2.0
Family112233,2010,123,166,None,None,suisse,"{'Europeenne': 6, 'Francaise': 4, 'Portugaise': 3, 'Suisse': 2, 'Pizza': 2, 'Italienne': 2, 'Espagnole': 2, 'Chinoise': 2, 'Asiatique': 2, 'Restauration_rapide': 1, 'Pakistanaise': 1, 'Mediterraneenne': 1, 'Indienne': 1, 'Diner': 1}",3.69,3.35,3.18,2.9,0.97,0.0,1.66
776amandinegDivonne-les-,2014,81,54,None,None,france,"{'Francaise': 3, 'Europeenne': 3, 'Vietnamienne': 1, 'Thai': 1, 'Cafe': 1, 'Asiatique': 1}",3.72,3.93,3.83,3.63,2.76,0.0,2.0
Navigator14670674089,2021,1,1,None,None,france,"{'Pizza': 1, 'Italienne': 1, 'Francaise': 1}",4.0,3.5,3.5,3.5,0.0,0.0,2.0
florysed,2015,9,10,None,None,france,"{'Italienne': 3, 'Mediterraneenne': 2, 'Francaise': 2, 'Europeenne': 2, 'Suisse': 1, 'Pizza': 1, 'Lombarde': 1, 'Italie_du_Nord': 1, 'Grillades': 1, 'Europe_centrale': 1, 'Americaine': 1}",4.3,3.3,3.4,3.1,1.4,0.0,1.6
zamoureuse,2015,7,7,None,None,france,"{'Pizza': 1, 'Italienne': 1, 'Francaise': 1}",4.0,3.5,3.5,3.5,0.0,0.0,2.0
S3004DLpascalg,2021,1,1,None,None,None,"{'Pizza': 1, 'Italienne': 1, 'Francaise': 1}",4.0,3.5,3.5,3.5,0.0,0.0,2.0
Anaclem,2013,121,63,None,None,france,"{'Europeenne': 9, 'Italienne': 7, 'Francaise': 6, 'Pizza': 4, 'Mediterraneenne': 3, 'Thai': 2, 'Suisse': 2, 'Grillades': 2, 'Asiatique': 2, 'Vietnamienne': 1, 'Saine': 1, 'Pakistanaise': 1, 'Internationale': 1, 'Indienne': 1, 'Fusion': 1}",3.87,3.15,3.17,3.05,1.93,0.0,1.91
alain L,2015,39,33,None,None,france,"{'Francaise': 3, 'Europeenne': 2, 'Pizza': 1, 'Italienne': 1}",4.14,3.96,3.82,3.64,1.25,0.0,2.0
dominiques183,2015,12,11,None,None,france,"{'Francaise': 3, 'Pizza': 1, 'Italienne': 1, 'Europeenne': 1}",3.82,3.5,3.5,3.59,2.0,0.0,2.0
252g_rardm,2017,51,26,None,None,None,"{'Francaise': 2, 'Pizza': 1, 'Italienne': 1, 'Europeenne': 1}",4.25,4.0,4.0,4.0,0.0,0.5,2.0
solenza-geneva,2017,3,5,None,None,suisse,"{'Francaise': 2, 'Suisse': 1, 'Pizza': 1, 'Mediterraneenne': 1, 'Marocaine': 1, 'Libanaise': 1, 'Italienne': 1, 'Europeenne': 1}",4.18,4.04,4.04,3.86,1.43,0.0,2.0
Chemindecollex,2017,5,5,None,None,france,"{'Francaise': 3, 'Italienne': 2, 'Europeenne': 2, 'Suisse': 1, 'Pizza': 1, 'Brasserie_gastronomique': 1}",4.31,4.44,4.44,4.28,1.25,0.31,2.31
isa84000,2017,5,6,None,None,france,"{'Pizza': 1, 'Italienne': 1, 'Francaise': 1}",4.0,3.5,3.5,3.5,0.0,0.0,2.0
PaulWehrli,2013,18,14,None,None,suisse,"{'Pizza': 2, 'Italienne': 2, 'Toscane': 1, 'Mediterraneenne': 1, 'Italie_du_Centre': 1, 'Francaise': 1}",4.0,3.75,3.75,3.5,2.25,0.0,2.0
richandtitiDivonne-les-,2012,22,118,None,None,france,"{'Francaise': 3, 'Thai': 1, 'Suisse': 1, 'Pizza': 1, 'Italienne': 1, 'Europeenne': 1, 'Asiatique': 1}",3.79,1.88,2.08,1.88,1.79,0.0,2.0
251sz,2015,12,10,None,None,france,"{'Pizza': 1, 'Italienne': 1, 'Francaise': 1}",4.0,3.5,3.5,3.5,0.0,0.0,2.0
jollyRoger77,2011,4,4,None,None,france,"{'Pizza': 1, 'Italienne': 1, 'Francaise': 1}",4.0,3.5,3.5,3.5,0.0,0.0,2.0
Elias NAfrique du Sud,2018,18,8,None,None,afrique du sud,"{'Pizza': 1, 'Italienne': 1, 'Francaise': 1}",4.0,3.5,3.5,3.5,0.0,0.0,2.0
Berit P,2012,8,75,None,None,None,"{'Pizza': 1, 'Italienne': 1, 'Francaise': 1}",4.0,3.5,3.5,3.5,0.0,0.0,2.0
pierreli,2010,60,394,25-34,F,suisse,"{'Suisse': 3, 'Francaise': 3, 'Europeenne': 3, 'Steakhouse': 1, 'Saine': 1, 'Restauration_rapide': 1, 'Indienne': 1, 'Grillades': 1, 'Fusion': 1, 'Americaine': 1}",4.15,4.18,4.32,3.94,2.74,0.29,2.24
lolo51253,2012,57,712,50-64,H,suisse,"{'Europeenne': 10, 'Francaise': 8, 'Suisse': 7, 'Italienne': 2, 'Bar': 2, 'Saine': 1, 'Pub': 1, 'Pizza': 1, 'Mediterraneenne': 1, 'Japonaise': 1, 'Internationale': 1, 'Indienne': 1, 'Cafe': 1, 'Bar_a_vins': 1, 'Asiatique': 1}",4.11,4.23,4.02,3.85,2.18,0.15,2.25
samuelgbc,2016,209,53,None,None,suisse,"{'Europeenne': 85, 'Suisse': 37, 'Italienne': 36, 'Francaise': 36, 'Mediterraneenne': 29, 'Pizza': 18, 'Europe_centrale': 10, 'Asiatique': 9, 'Italie_du_Centre': 7, 'Bar': 7, 'Americaine': 6, 'Toscane': 5, 'Japonaise': 5, 'Internationale': 5, 'Brasserie_gastronomique': 5, 'Steakhouse': 4, 'Fusion': 4, 'Sushi': 3, 'Italie_du_Sud': 3, 'Cafe': 3, 'Turque': 2, 'Thai': 2, 'Sicilienne': 2, 'Saine': 2, 'Restauration_rapide': 2, 'Pub': 2, 'Moderne': 2, 'Lombarde': 2, 'Italie_du_Nord': 2, 'Indienne': 2, 'Chinoise': 2, 'Romana': 1, 'Mexicaine': 1, 'Libanaise': 1, 'Latium': 1, 'Grillades': 1, 'Grecque': 1, 'Espagnole': 1, 'Catalane': 1, 'Bar_a_vins': 1}",4.04,4.1,3.98,3.77,2.73,0.09,2.13
241Lol,2014,39,48,None,None,suisse,"{'Europeenne': 6, 'Suisse': 4, 'Italienne': 3, 'Cafe': 2, 'Saine': 1, 'Mediterraneenne': 1, 'Internationale': 1, 'Indienne': 1, 'Francaise': 1}",4.32,4.35,4.42,4.12,0.88,0.0,2.0
CyrilV87,2009,107,76,None,None,suisse,"{'Europeenne': 10, 'Suisse': 9, 'Italienne': 6, 'Thai': 5, 'Asiatique': 5, 'Mediterraneenne': 4, 'Pizza': 3, 'Francaise': 3, 'Sushi': 1, 'Restauration_rapide': 1, 'Mongole': 1, 'Libanaise': 1, 'Japonaise': 1, 'Indienne': 1, 'Chinoise': 1, 'Bar': 1}",3.86,3.62,3.59,3.35,2.53,0.0,1.65
8Thierry,2014,43,34,None,None,suisse,"{'Europeenne': 18, 'Suisse': 12, 'Francaise': 11, 'Pub': 3, 'Italienne': 2, 'Europe_centrale': 2, 'Bar_a_bieres': 2, 'Bar': 2, 'Americaine': 2, 'Restaurants_de_biere': 1, 'Pizza': 1, 'Mediterraneenne': 1, 'Internationale': 1, 'Indienne': 1, 'Espagnole': 1, 'Brasserie_gastronomique': 1}",4.22,4.09,3.96,3.91,2.32,0.03,1.94
olivierv368,2017,1,3,None,None,None,{'Cafe': 1},4.5,0.0,0.0,0.0,0.0,0.0,2.0
Urs N,2011,25,17,None,None,None,"{'Europeenne': 8, 'Francaise': 7, 'Suisse': 5, 'Europe_centrale': 2, 'Steakhouse': 1, 'Saine': 1, 'Moderne': 1, 'Internationale': 1, 'Fusion': 1, 'Brasserie_gastronomique': 1}",4.31,4.41,4.19,3.9,3.52,0.48,2.58
cyrilb33,2016,102,42,None,None,suisse,"{'Europeenne': 28, 'Suisse': 20, 'Francaise': 16, 'Pizza': 6, 'Mediterraneenne': 5, 'Italienne': 5, 'Europe_centrale': 5, 'Fusion': 3, 'Moderne': 2, 'Internationale': 2, 'Brasserie_gastronomique': 2, 'Vietnamienne': 1, 'Saine': 1, 'Pub': 1, 'Cafe': 1, 'Bar': 1, 'Asiatique': 1}",4.17,3.81,3.64,3.5,2.27,0.17,2.14
884julesb,2015,98,39,None,None,suisse,"{'Europeenne': 16, 'Francaise': 12, 'Suisse': 9, 'Mediterraneenne': 4, 'Italienne': 4, 'Bar': 3, 'Pizza': 2, 'Japonaise': 2, 'Fusion': 2, 'Asiatique': 2, 'Americaine': 2, 'Thai': 1, 'Sushi': 1, 'Steakhouse': 1, 'Restauration_rapide': 1, 'Pakistanaise': 1, 'Moderne': 1, 'Internationale': 1, 'Indienne': 1, 'Europe_centrale': 1, 'Brasserie_gastronomique': 1}",3.95,3.64,3.4,3.34,2.6,0.21,2.05
scooptest,2013,77,36,50-64,F,suisse,"{'Europeenne': 20, 'Francaise': 11, 'Suisse': 10, 'Asiatique': 6, 'Italienne': 4, 'Sushi': 3, 'Mediterraneenne': 3, 'Chinoise': 3, 'Thai': 2, 'Steakhouse': 2, 'Pub': 2, 'Japonaise': 2, 'Fusion': 2, 'Brasserie_gastronomique': 2, 'Pizza': 1, 'Moderne': 1, 'Marocaine': 1, 'Libanaise': 1, 'Internationale': 1, 'Indienne': 1, 'Grillades': 1, 'Grecque': 1, 'Europe_centrale': 1, 'Cafe': 1, 'Bar': 1, 'Americaine': 1}",4.04,3.92,3.91,3.56,2.73,0.13,2.15
931jeanpierrew,2015,45,17,50-64,H,suisse,"{'Europeenne': 31, 'Francaise': 21, 'Suisse': 19, 'Europe_centrale': 7, 'Mediterraneenne': 6, 'Bar': 6, 'Italienne': 5, 'Internationale': 2, 'Thai': 1, 'Saine': 1, 'Fusion': 1, 'Cafe': 1, 'Brasserie_gastronomique': 1, 'Bar_a_vins': 1, 'Asiatique': 1}",4.2,4.27,4.12,3.84,3.55,0.27,2.35
mark m,2014,8,5,None,None,suisse,"{'Europeenne': 8, 'Suisse': 4, 'Italienne': 4, 'Pizza': 3, 'Mediterraneenne': 2, 'Napolitaine': 1, 'Italie_du_Sud': 1, 'Campanie': 1, 'Brasserie_gastronomique': 1, 'Bar': 1}",3.78,3.84,3.78,3.72,3.66,0.0,2.0
angel0966,2018,10,8,None,None,suisse,"{'Europeenne': 5, 'Suisse': 4, 'Francaise': 2, 'Restauration_rapide': 1, 'Pizza': 1, 'Mediterraneenne': 1, 'Italienne': 1, 'Europe_centrale': 1, 'Cafe': 1, 'Brasserie_gastronomique': 1, 'Americaine': 1}",4.29,2.62,2.52,2.52,1.77,0.0,1.42
GCC31,2016,20,13,None,None,None,"{'Francaise': 6, 'Suisse': 5, 'Europeenne': 5, 'Pizza': 3, 'Mediterraneenne': 3, 'Italienne': 3, 'Thai': 1, 'Saine': 1, 'Restauration_rapide': 1, 'Libanaise': 1, 'Fusion': 1, 'Asiatique': 1}",4.21,2.1,2.05,1.89,0.4,0.0,1.33
susucre,2012,82,178,None,None,suisse,"{'Europeenne': 5, 'Suisse': 4, 'Italienne': 3, 'Francaise': 3, 'Thai': 1, 'Pub': 1, 'Pizza': 1, 'Lombarde': 1, 'Italie_du_Nord': 1, 'Cafe': 1, 'Bar_a_vins': 1, 'Bar': 1, 'Asiatique': 1}",4.33,4.36,4.25,4.04,3.67,0.0,2.17
6VSL,2015,40,15,None,None,suisse,"{'Europeenne': 11, 'Francaise': 8, 'Suisse': 6, 'Pub': 4, 'Brasserie_gastronomique': 4, 'Italienne': 3, 'Cafe': 3, 'Bar': 3, 'Thai': 2, 'Fusion': 2, 'Asiatique': 2, 'Traiteur': 1, 'Steakhouse': 1, 'Saine': 1, 'Mediterraneenne': 1, 'Moderne': 1, 'Italie_du_Sud': 1, 'Italie_du_Nord': 1, 'Europe_centrale': 1}",4.06,4.2,3.95,3.75,2.54,0.17,2.16
liocelinerobin,2016,16,7,None,None,suisse,"{'Francaise': 4, 'Europeenne': 4, 'Suisse': 2, 'Mediterraneenne': 2, 'Ethiopienne': 1, 'Thai': 1, 'Pizza': 1, 'Libanaise': 1, 'Japonaise': 1, 'Italienne': 1, 'Fusion': 1, 'Europe_centrale': 1, 'Cafe': 1, 'Asiatique': 1, 'Africaine': 1}",4.3,4.35,4.03,4.01,2.59,0.23,2.23
larryNeuch,2009,48,650,50-64,H,None,"{'Europeenne': 14, 'Suisse': 12, 'Francaise': 10, 'Asiatique': 4, 'Thai': 3, 'Traiteur': 2, 'Mediterraneenne': 2, 'Japonaise': 2, 'Bar': 2, 'Restauration_rapide': 1, 'Moderne': 1, 'Libanaise': 1, 'Italienne': 1, 'Internationale': 1, 'Chinoise': 1, 'Americaine': 1}",4.07,4.21,4.04,3.93,2.2,0.09,2.12
vinou80s,2013,19,12,None,None,suisse,"{'Thai': 1, 'Europeenne': 1, 'Cafe': 1, 'Asiatique': 1}",4.29,4.29,4.0,3.79,4.21,0.0,2.0
Moos-To,2014,69,78,25-34,H,suisse,"{'Europeenne': 19, 'Suisse': 13, 'Francaise': 9, 'Italienne': 5, 'Asiatique': 5, 'Thai': 3, 'Pizza': 3, 'Mediterraneenne': 3, 'Europe_centrale': 3, 'Steakhouse': 2, 'Turque': 1, 'Saine': 1, 'Pub': 1, 'Libanaise': 1, 'Indienne': 1, 'Grillades': 1, 'Fusion': 1, 'Chinoise': 1, 'Cafe': 1, 'Brasserie_gastronomique': 1, 'Bar': 1, 'Americaine': 1}",3.94,3.96,3.94,3.87,1.8,0.04,1.86
danip392,2012,96,66,65+,H,suisse,"{'Italienne': 18, 'Mediterraneenne': 15, 'Europeenne': 14, 'Pizza': 3, 'Europe_centrale': 3, 'Suisse': 2, 'Lombarde': 2, 'Italie_du_Nord': 2, 'Cafe': 2, 'Allemande': 2, 'Turque': 1, 'Saine': 1, 'Romana': 1, 'Libanaise': 1, 'Latium': 1, 'Italie_du_Sud': 1, 'Italie_du_Centre': 1, 'Espagnole': 1, 'Catalane': 1, 'Calabraise': 1, 'Brasserie_gastronomique': 1, 'Bar_a_vins': 1, 'Autrichienne': 1}",4.18,4.16,4.16,3.89,3.25,0.14,1.93
HadrienG41,2016,10,5,None,None,None,"{'Europeenne': 4, 'Mediterraneenne': 2, 'Asiatique': 2, 'Americaine': 2, 'Thai': 1, 'Sushi': 1, 'Saine': 1, 'Restauration_rapide': 1, 'Pizza': 1, 'Libanaise': 1, 'Japonaise': 1, 'Italienne': 1, 'Cafe': 1, 'Bar': 1}",4.12,4.19,4.07,3.8,2.36,0.0,2.0
204vincentc,2014,70,42,None,None,suisse,"{'Europeenne': 8, 'Francaise': 6, 'Mediterraneenne': 5, 'Italienne': 5, 'Saine': 2, 'Pizza': 2, 'Asiatique': 2, 'Tunisienne': 1, 'Thai': 1, 'Sushi': 1, 'Suisse': 1, 'Pub': 1, 'Marocaine': 1, 'Libanaise': 1, 'Japonaise': 1, 'Grillades': 1, 'Europe_centrale': 1, 'Britannique': 1, 'Bar_a_vins': 1, 'Bar': 1}",4.13,4.23,4.13,4.06,3.11,0.06,1.83
Samvacances,2019,18,13,None,None,None,"{'Italienne': 2, 'Europeenne': 2, 'Mediterraneenne': 1, 'Japonaise': 1, 'Italie_du_Sud': 1, 'Italie_du_Nord': 1, 'Francaise': 1, 'Cafe': 1}",4.5,4.42,4.5,3.92,0.0,0.0,2.44
valou730,2007,36,39,25-34,F,suisse,"{'Europeenne': 7, 'Suisse': 6, 'Francaise': 3, 'Japonaise': 2, 'Asiatique': 2, 'Vietnamienne': 1, 'Sushi': 1, 'Pizza': 1, 'Europe_centrale': 1, 'Diner': 1, 'Cafe': 1, 'Brasserie_gastronomique': 1}",4.36,4.36,4.2,4.22,2.25,0.12,1.92
DavidD12041,2016,12,8,None,None,None,"{'Francaise': 9, 'Europeenne': 8, 'Suisse': 5, 'Japonaise': 2, 'Italienne': 2, 'Internationale': 2, 'Saine': 1, 'Mediterraneenne': 1, 'Moderne': 1, 'Mexicaine': 1, 'Latino': 1, 'Italie_du_Sud': 1, 'Italie_du_Nord': 1, 'Europe_centrale': 1, 'Cafe': 1, 'Bar': 1, 'Asiatique': 1}",4.42,4.47,4.42,4.0,3.14,0.41,2.67
RDMAT,2012,79,49,None,None,None,"{'Europeenne': 12, 'Suisse': 8, 'Francaise': 8, 'Mediterraneenne': 2, 'Italienne': 2, 'Internationale': 2, 'Brasserie_gastronomique': 2, 'Restaurants_de_biere': 1, 'Pub': 1, 'Japonaise': 1, 'Italie_du_Nord': 1, 'Italie_du_Centre': 1, 'Europe_centrale': 1, 'Diner': 1, 'Cafe': 1, 'Bresilienne': 1, 'Americaine': 1}",4.09,3.77,3.62,3.57,1.59,0.0,2.05
Yon D,2012,194,183,None,None,suisse,"{'Europeenne': 31, 'Suisse': 22, 'Europe_centrale': 17, 'Italienne': 11, 'Mediterraneenne': 10, 'Pizza': 7, 'Asiatique': 6, 'Internationale': 5, 'Francaise': 4, 'Bar': 4, 'Thai': 3, 'Sushi': 3, 'Saine': 3, 'Japonaise': 3, 'Grillades': 3, 'Fusion': 2, 'Diner': 2, 'Cafe': 2, 'Steakhouse': 1, 'Restauration_rapide': 1, 'Pub': 1, 'Grecque': 1, 'Fusion_japonaise': 1, 'Espagnole': 1, 'Brasserie_gastronomique': 1, 'Bar_a_vins': 1, 'Bar_a_bieres': 1, 'Americaine': 1}",3.89,3.65,3.57,3.39,1.79,0.09,1.99
