username,registration_date,nb_of_comments,nb_of_cities,age,sex,country,top_cuisines,avg_overall_rating,avg_cuisine_rating,avg_service_rating,avg_quality_price_rating,avg_mood_rating,avg_michelin,avg_price_range_estimation
Spirieu,2012,13,136,65+,None,suisse,"{'Europeenne': 2, 'Suisse': 1, 'Europe_centrale': 1, 'Autrichienne': 1, 'Allemande': 1}",4.5,4.75,4.25,4.0,0.0,0.0,2.0
Luca2978,2013,82,21,None,None,suisse,"{'Italienne': 13, 'Europeenne': 10, 'Mediterraneenne': 9, 'Pizza': 7, 'Suisse': 3, 'Francaise': 2, 'Traiteur': 1, 'Sushi': 1, 'Steakhouse': 1, 'Pub': 1, 'Napolitaine': 1, 'Moderne': 1, 'Japonaise': 1, 'Italie_du_Sud': 1, 'Internationale': 1, 'Campanie': 1, 'Brasserie_gastronomique': 1, 'Bar': 1, 'Asiatique': 1, 'Americaine': 1}",3.82,3.91,3.73,3.65,2.01,0.0,1.87
buf04Los ,2005,184,605,35-49,F,None,"{'Italienne': 6, 'Cafe': 2, 'Bar': 2, 'Steakhouse': 1, 'Pub': 1, 'Pizza': 1, 'Mediterraneenne': 1, 'Americaine': 1}",3.62,2.0,1.96,1.95,0.36,0.0,0.75
Penesse,2016,14,11,35-49,F,None,"{'Suisse': 4, 'Europeenne': 4, 'Francaise': 2, 'Pub': 1, 'Bar': 1}",4.62,2.38,2.38,2.24,1.18,0.0,1.76
Christian M,2014,25,23,35-49,H,allemagne,{'Allemande': 1},5.0,0.0,0.0,0.0,0.0,0.0,0.0
639paolop,2012,89,45,None,None,italie,"{'Pub': 1, 'Pizza': 1, 'Mediterraneenne': 1, 'Italienne': 1, 'Bar': 1}",4.0,4.0,4.0,4.0,0.0,0.0,2.0
mircov892,2018,16,9,None,None,None,"{'Italienne': 4, 'Pub': 1, 'Pizza': 1, 'Mediterraneenne': 1, 'Bar': 1}",4.16,3.66,3.5,3.53,1.41,0.0,1.69
Alberto63Milano,2008,29,12,35-49,H,None,"{'Pub': 2, 'Pizza': 2, 'Mediterraneenne': 2, 'Italienne': 2, 'Bar': 2}",4.0,4.0,4.0,4.0,0.0,0.0,2.0
eleonora f,2016,2,2,None,None,None,"{'Pub': 1, 'Pizza': 1, 'Mediterraneenne': 1, 'Italienne': 1, 'Bar': 1}",4.0,4.0,4.0,4.0,0.0,0.0,2.0
mariarosar965,2014,11,7,None,None,None,"{'Pub': 1, 'Pizza': 1, 'Mediterraneenne': 1, 'Italienne': 1, 'Bar': 1}",4.0,4.0,4.0,4.0,0.0,0.0,2.0
Paolo F,2014,30,19,None,None,italie,"{'Pub': 1, 'Pizza': 1, 'Mediterraneenne': 1, 'Italienne': 1, 'Bar': 1}",4.0,4.0,4.0,4.0,0.0,0.0,2.0
Trilly19Lombardia,2008,22,11,None,None,None,"{'Pizza': 2, 'Italienne': 2, 'Pub': 1, 'Mediterraneenne': 1, 'Bar': 1}",4.0,4.0,4.0,4.0,0.0,0.0,1.43
1981amba1981,2013,30,17,None,None,italie,"{'Italienne': 3, 'Pizza': 2, 'Mediterraneenne': 2, 'Pub': 1, 'Bar': 1}",3.73,2.05,2.05,2.18,0.0,0.0,1.27
lolo051993,2018,2,2,None,None,None,"{'Europeenne': 2, 'Suisse': 1, 'Pub': 1, 'Internationale': 1, 'Francaise': 1, 'Bar': 1, 'Americaine': 1}",3.83,4.0,3.83,3.83,4.0,0.0,2.0
54giacomo,2013,91,41,50-64,H,france,"{'Europeenne': 4, 'Francaise': 3, 'Suisse': 2, 'Pizza': 2, 'Italienne': 2, 'Internationale': 2, 'Steakhouse': 1, 'Saine': 1, 'Pub': 1, 'Mediterraneenne': 1, 'Americaine': 1}",4.0,4.02,4.04,3.77,3.5,0.15,2.15
KARENETCEDRIC,2016,197,55,None,None,None,"{'Suisse': 2, 'Europeenne': 2, 'Thai': 1, 'Pub': 1, 'Internationale': 1, 'Bar': 1}",4.36,4.18,4.36,4.18,2.57,0.0,1.64
matincalme69,2016,24,11,None,None,None,"{'Europeenne': 9, 'Francaise': 7, 'Mediterraneenne': 3, 'Internationale': 3, 'Suisse': 2, 'Italienne': 2, 'Brasserie_gastronomique': 2, 'Asiatique': 2, 'Steakhouse': 1, 'Pub': 1, 'Pizza': 1, 'Japonaise': 1, 'Europe_centrale': 1, 'Chinoise': 1, 'Bar': 1}",3.83,3.89,3.94,3.61,3.29,0.18,2.25
liineglori,2014,33,169,25-34,F,suisse,"{'Europeenne': 11, 'Suisse': 6, 'Italienne': 5, 'Francaise': 5, 'Mediterraneenne': 4, 'Pizza': 3, 'Internationale': 2, 'Americaine': 2, 'Sushi': 1, 'Restauration_rapide': 1, 'Pub': 1, 'Napolitaine': 1, 'Libanaise': 1, 'Italie_du_Sud': 1, 'Grillades': 1, 'Europe_centrale': 1, 'Campanie': 1, 'Brasserie_gastronomique': 1, 'Bar': 1}",3.89,3.97,3.84,3.7,3.37,0.0,2.06
matthewbT9247JI,2009,225,263,35-49,H,suisse,"{'Europeenne': 16, 'Suisse': 12, 'Italienne': 8, 'Europe_centrale': 6, 'Pizza': 4, 'Mediterraneenne': 4, 'Internationale': 3, 'Francaise': 2, 'Allemande': 2, 'Pub': 1, 'Irlandaise': 1, 'Indienne': 1, 'Fusion': 1, 'Bar': 1, 'Americaine': 1}",4.14,3.57,3.58,3.37,1.78,0.16,2.01
oc_h2014,2014,119,52,None,None,france,"{'Europeenne': 5, 'Suisse': 3, 'Italienne': 2, 'Francaise': 2, 'Steakhouse': 1, 'Pizza': 1, 'Bar': 1}",4.34,4.45,4.57,4.27,2.57,0.0,2.0
KlausH799,2013,32,30,50-64,H,suisse,"{'Pub': 1, 'Europeenne': 1, 'Bar': 1}",4.78,2.22,2.22,2.0,0.0,0.0,0.89
"mw368Fort Mill, ",2011,147,226,None,None,None,"{'Europeenne': 6, 'Europe_centrale': 3, 'Bar': 3, 'Pub': 2, 'Pizza': 2, 'Mediterraneenne': 2, 'Italienne': 2, 'Irlandaise': 2, 'Suisse': 1, 'Internationale': 1, 'Grillades': 1, 'Allemande': 1}",4.19,4.19,4.25,3.92,2.94,0.0,2.0
Verointheworld,2018,158,73,None,None,italie,"{'Pub': 1, 'Italienne': 1, 'Italie_du_Sud': 1, 'Italie_du_Nord': 1, 'Bar': 1}",3.17,3.17,2.83,3.17,0.0,0.0,1.33
lakaterin,2014,11,11,None,None,italie,{},,,,,,,
GinouilleC,2017,10,9,None,None,None,"{'Europeenne': 6, 'Suisse': 4, 'Francaise': 4, 'Bar_a_bieres': 1}",4.43,4.5,4.45,4.36,1.98,0.14,2.29
Maguy D,2016,11,13,None,None,suisse,"{'Suisse': 8, 'Europeenne': 8, 'Francaise': 5, 'Italienne': 1}",4.45,4.41,4.45,4.34,1.74,0.0,2.0
binchoue1958,2018,51,27,None,None,suisse,"{'Europeenne': 13, 'Suisse': 10, 'Francaise': 6, 'Pizza': 2, 'Italienne': 2, 'Traiteur': 1, 'Thai': 1, 'Sushi': 1, 'Soupes': 1, 'Pub': 1, 'Pakistanaise': 1, 'Mediterraneenne': 1, 'Indienne': 1, 'Chinoise': 1, 'Bar_a_bieres': 1, 'Bar': 1}",4.17,3.24,3.16,2.93,2.53,0.0,2.07
LionelR767,2018,2,2,None,None,suisse,"{'Italienne': 2, 'Europeenne': 2, 'Suisse': 1, 'Pizza': 1, 'Mediterraneenne': 1, 'Francaise': 1}",4.36,4.36,4.36,4.21,4.36,0.0,2.0
lalucynation,2017,6,6,None,None,None,"{'Europeenne': 3, 'Francaise': 2, 'Suisse': 1, 'Pub': 1, 'Pizza': 1, 'Mediterraneenne': 1, 'Italienne': 1, 'Bar_a_bieres': 1}",4.68,2.41,2.41,2.36,2.41,0.0,2.0
Seb997,2013,124,67,25-34,H,suisse,"{'Europeenne': 29, 'Francaise': 24, 'Suisse': 22, 'Italienne': 5, 'Mediterraneenne': 3, 'Internationale': 3, 'Brasserie_gastronomique': 3, 'Traiteur': 2, 'Pizza': 2, 'Europe_centrale': 2, 'Bar': 2, 'Americaine': 2, 'Soupes': 1, 'Perse': 1, 'Moderne': 1, 'Libanaise': 1, 'Japonaise': 1, 'Grillades': 1, 'Chinoise': 1, 'Bar_a_bieres': 1}",4.12,4.13,4.08,3.85,3.13,0.17,2.16
tr126,2017,25,63,50-64,H,allemagne,"{'Suisse': 1, 'Pub': 1, 'Internationale': 1, 'Europeenne': 1, 'Brasserie_gastronomique': 1, 'Allemande': 1}",4.5,2.67,2.83,2.83,0.0,0.0,1.0
garance68,2017,11,8,None,None,None,"{'Francaise': 3, 'Sushi': 1, 'Saine': 1, 'Pub': 1, 'Japonaise': 1, 'Internationale': 1, 'Europeenne': 1, 'Europe_centrale': 1, 'Brasserie_gastronomique': 1, 'Asiatique': 1, 'Allemande': 1}",3.88,3.96,3.83,3.88,1.29,0.0,2.0
hemty2016,2015,11,8,None,None,france,"{'Italienne': 2, 'Pub': 1, 'Mediterraneenne': 1, 'Europeenne': 1, 'Cafe': 1, 'Brasserie_gastronomique': 1, 'Bar': 1}",4.38,4.25,4.38,3.88,3.38,0.0,2.75
Tupatup v,2012,26,26,None,None,suisse,"{'Francaise': 5, 'Europeenne': 5, 'Italienne': 3, 'Grillades': 3, 'Pizza': 2, 'Suisse': 1, 'Steakhouse': 1, 'Pub': 1, 'Internationale': 1, 'Bar': 1, 'Americaine': 1}",3.59,3.35,3.54,3.15,1.3,0.0,2.0
Michela G,2014,116,42,35-49,F,italie,{},,,,,,,
Stefania G,2014,19,14,None,None,None,{},,,,,,,
Claudia C,2013,54,27,35-49,F,italie,"{'Italienne': 1, 'Europeenne': 1, 'Autrichienne': 1}",4.0,4.0,4.0,4.0,3.5,0.0,2.0
ricky_diomede,2013,68,46,None,None,italie,"{'Italienne': 2, 'Pub': 1, 'Italie_du_Nord': 1, 'Europeenne': 1, 'Brasserie_gastronomique': 1, 'Bar_a_bieres': 1, 'Bar': 1, 'Autrichienne': 1, 'Allemande': 1}",4.5,4.5,4.25,4.25,2.5,0.0,1.5
Angelo R,2014,78,63,50-64,H,italie,"{'Pizza': 1, 'Italienne': 1, 'Europeenne': 1}",4.0,4.0,3.5,4.0,4.0,0.0,1.0
Manuela T,2016,22,17,None,None,italie,{},,,,,,,
akpval,2016,29,14,None,None,suisse,"{'Europeenne': 11, 'Francaise': 7, 'Suisse': 6, 'Asiatique': 4, 'Mediterraneenne': 3, 'Japonaise': 3, 'Bar': 3, 'Sushi': 2, 'Pub': 2, 'Pizza': 2, 'Italienne': 2, 'Internationale': 2, 'Saine': 1, 'Moderne': 1, 'Grillades': 1, 'Chinoise': 1, 'Brasserie_gastronomique': 1}",3.88,3.97,3.9,3.74,2.86,0.0,2.0
owr64,2012,27,10,35-49,H,autriche,{},,,,,,,
K3571MClaudia,2018,23,30,None,None,suisse,"{'Europeenne': 14, 'Suisse': 13, 'Italienne': 9, 'Francaise': 8, 'Mediterraneenne': 7, 'Europe_centrale': 4, 'Pizza': 3, 'Saine': 2, 'Internationale': 2, 'Bar_a_vins': 2, 'Turque': 1, 'Traiteur': 1, 'Sushi': 1, 'Pub': 1, 'Japonaise': 1, 'Italie_du_Nord': 1, 'Italie_du_Centre': 1, 'Grillades': 1, 'Diner': 1, 'Bar': 1, 'Asiatique': 1}",4.23,4.12,3.95,3.66,2.84,0.24,2.06
443heinzm,2022,6,3,None,None,None,"{'Europeenne': 2, 'Suisse': 1, 'Pub': 1, 'Internationale': 1, 'Cafe': 1, 'Bar': 1}",4.5,0.0,0.0,0.0,0.0,0.0,1.0
Seaside777191,2018,5,5,None,None,None,{},,,,,,,
ScherrerHartmann,2016,3,3,None,None,suisse,"{'Suisse': 1, 'Pub': 1, 'Europeenne': 1, 'Cafe': 1, 'Bar': 1}",4.5,0.0,0.0,0.0,0.0,0.0,2.0
57au,2020,2,2,None,None,None,"{'Suisse': 1, 'Pub': 1, 'Europeenne': 1, 'Cafe': 1, 'Bar': 1}",4.5,0.0,0.0,0.0,0.0,0.0,2.0
Swissborn,2012,4,3,None,None,None,"{'Suisse': 1, 'Pub': 1, 'Europeenne': 1, 'Cafe': 1, 'Bar': 1}",4.5,0.0,0.0,0.0,0.0,0.0,2.0
Tester84Suisse,2015,21,12,None,None,suisse,"{'Suisse': 1, 'Pub': 1, 'Europeenne': 1, 'Cafe': 1, 'Bar': 1}",4.5,0.0,0.0,0.0,0.0,0.0,1.0
OnkelAnders,2010,11,21,None,None,danemark,"{'Soupes': 2, 'Europeenne': 2, 'Suisse': 1, 'Saine': 1, 'Pub': 1, 'Mediterraneenne': 1, 'Lombarde': 1, 'Italienne': 1, 'Italie_du_Nord': 1, 'Europe_centrale': 1, 'Diner': 1, 'Brasserie_gastronomique': 1}",4.0,4.0,4.0,4.0,2.22,0.0,2.0
mcfly862019,2016,2,1,None,None,suisse,"{'Suisse': 1, 'Steakhouse': 1, 'Pub': 1, 'Italienne': 1, 'Francaise': 1, 'Europeenne': 1, 'Brasserie_gastronomique': 1}",4.0,4.0,4.0,3.5,0.0,0.0,2.0
Ol1world,2020,2,2,None,None,None,"{'Francaise': 2, 'Europeenne': 2, 'Suisse': 1, 'Steakhouse': 1, 'Saine': 1, 'Pub': 1, 'Italienne': 1, 'Fusion': 1, 'Brasserie_gastronomique': 1}",4.5,4.5,4.25,4.0,0.0,0.0,2.5
Sonnessone,2011,6,7,50-64,F,None,"{'Suisse': 3, 'Europeenne': 3, 'Italienne': 2, 'Francaise': 2, 'Steakhouse': 1, 'Pub': 1, 'Brasserie_gastronomique': 1}",4.0,4.17,4.0,3.67,2.5,0.0,2.0
FranMilano,2008,57,360,50-64,F,italie,"{'Suisse': 3, 'Europeenne': 3, 'Steakhouse': 1, 'Pub': 1, 'Italienne': 1, 'Francaise': 1, 'Brasserie_gastronomique': 1}",4.23,4.45,4.32,4.32,1.09,0.0,2.0
Nina-Rion,2020,1,1,None,None,None,"{'Suisse': 1, 'Steakhouse': 1, 'Pub': 1, 'Italienne': 1, 'Francaise': 1, 'Europeenne': 1, 'Brasserie_gastronomique': 1}",4.0,4.0,4.0,3.5,0.0,0.0,2.0
sophiedurant0,2020,1,1,None,None,None,"{'Suisse': 1, 'Steakhouse': 1, 'Pub': 1, 'Italienne': 1, 'Francaise': 1, 'Europeenne': 1, 'Brasserie_gastronomique': 1}",4.0,4.0,4.0,3.5,0.0,0.0,2.0
Migouch,2019,1,1,None,None,suisse,"{'Suisse': 1, 'Steakhouse': 1, 'Pub': 1, 'Italienne': 1, 'Francaise': 1, 'Europeenne': 1, 'Brasserie_gastronomique': 1}",4.0,4.0,4.0,3.5,0.0,0.0,2.0
brunomarechal,2011,1,2,None,None,None,"{'Suisse': 1, 'Steakhouse': 1, 'Pub': 1, 'Italienne': 1, 'Francaise': 1, 'Europeenne': 1, 'Brasserie_gastronomique': 1}",4.0,4.0,4.0,3.5,0.0,0.0,2.0
miosotis79,2019,10,9,None,None,None,"{'Japonaise': 4, 'Asiatique': 4, 'Sushi': 3, 'Suisse': 2, 'Saine': 2, 'Europeenne': 2, 'Steakhouse': 1, 'Pub': 1, 'Italienne': 1, 'Internationale': 1, 'Francaise': 1, 'Europe_centrale': 1, 'Brasserie_gastronomique': 1}",4.28,4.19,4.19,3.78,0.65,0.0,2.56
Mami d,2014,8,5,None,None,suisse,"{'Suisse': 2, 'Steakhouse': 1, 'Pub': 1, 'Pizza': 1, 'Italienne': 1, 'Francaise': 1, 'Europeenne': 1, 'Brasserie_gastronomique': 1}",3.67,3.33,3.0,2.83,0.0,0.0,2.0
123fran456,2015,3,5,None,None,suisse,"{'Suisse': 1, 'Steakhouse': 1, 'Pub': 1, 'Italienne': 1, 'Francaise': 1, 'Europeenne': 1, 'Brasserie_gastronomique': 1}",4.0,4.0,4.0,3.5,0.0,0.0,2.0
pattycool2015,2011,15,19,None,None,suisse,"{'Suisse': 6, 'Europeenne': 6, 'Francaise': 4, 'Europe_centrale': 2, 'Thai': 1, 'Steakhouse': 1, 'Pub': 1, 'Mediterraneenne': 1, 'Italienne': 1, 'Brasserie_gastronomique': 1, 'Asiatique': 1}",4.42,3.67,3.73,3.45,1.58,0.0,2.27
Doudoukrikrou,2011,69,39,None,None,suisse,"{'Francaise': 11, 'Europeenne': 11, 'Suisse': 10, 'Brasserie_gastronomique': 3, 'Mediterraneenne': 2, 'Italienne': 2, 'Steakhouse': 1, 'Saine': 1, 'Pub': 1, 'Moderne': 1, 'Europe_centrale': 1}",4.39,4.46,4.34,4.07,2.25,0.08,2.23
SandraPrangins,2011,3,152,None,None,None,"{'Suisse': 2, 'Europeenne': 2, 'Steakhouse': 1, 'Pub': 1, 'Italienne': 1, 'Francaise': 1, 'Brasserie_gastronomique': 1}",4.0,4.0,3.86,3.5,1.0,0.0,2.0
Trippthoughts,2013,76,29,None,None,france,"{'Japonaise': 1, 'Europeenne': 1, 'Bar_a_vins': 1, 'Asiatique': 1}",4.0,4.0,4.57,3.79,4.29,0.0,2.43
jhR6520,2017,31,20,None,None,suisse,{},,,,,,,
ClaireJX,2009,59,73,None,None,afrique du sud,"{'Europeenne': 3, 'Suisse': 2, 'Francaise': 2, 'Saine': 1, 'Pub': 1, 'Fusion': 1, 'Bar_a_vins': 1, 'Bar': 1}",4.24,3.47,3.21,3.29,0.0,0.0,1.83
Chantalou-Jeannou,2016,10,10,None,None,None,"{'Suisse': 3, 'Europeenne': 3, 'Francaise': 2, 'Italienne': 1, 'Europe_centrale': 1}",4.17,4.5,4.33,4.17,2.67,0.33,2.33
SvenD905,2017,11,9,None,None,suisse,"{'Europeenne': 8, 'Suisse': 4, 'Pub': 2, 'Italienne': 2, 'Francaise': 2, 'Bar': 2, 'Sicilienne': 1, 'Romana': 1, 'Pizza': 1, 'Mediterraneenne': 1, 'Latium': 1, 'Italie_du_Sud': 1, 'Italie_du_Centre': 1, 'Brasserie_gastronomique': 1, 'Americaine': 1}",4.14,4.38,4.21,4.09,2.56,0.26,2.13
tartine1955,2011,28,21,None,None,suisse,"{'Europeenne': 7, 'Francaise': 4, 'Suisse': 3, 'Mediterraneenne': 2, 'Italienne': 2, 'Saine': 1, 'Pizza': 1, 'Espagnole': 1, 'Catalane': 1}",4.2,4.12,4.12,3.92,2.62,0.12,2.0
Steph68110,2016,36,17,35-49,H,france,"{'Europeenne': 4, 'Suisse': 2, 'Restaurants_de_biere': 1, 'Pub': 1, 'Italienne': 1, 'Francaise': 1, 'Europe_centrale': 1, 'Cafe': 1, 'Brasserie_gastronomique': 1, 'Bar_a_vins': 1, 'Allemande': 1}",3.84,3.7,3.61,3.59,1.93,0.0,1.91
KareneR6,2016,3,2,None,None,None,"{'Suisse': 1, 'Pub': 1, 'Moderne': 1, 'Francaise': 1, 'Europeenne': 1, 'Bar_a_vins': 1, 'Bar_a_bieres': 1, 'Bar': 1, 'Americaine': 1}",4.25,4.75,4.5,4.5,0.0,0.0,2.0
vvso1986,2011,26,15,None,None,suisse,"{'Europeenne': 3, 'Italienne': 2, 'Francaise': 2, 'Asiatique': 2, 'Thai': 1, 'Suisse': 1, 'Peruvienne': 1, 'Pub': 1, 'Mediterraneenne': 1, 'Moderne': 1, 'Internationale': 1, 'Chinoise': 1, 'Bar_a_vins': 1, 'Bar_a_bieres': 1, 'Bar': 1, 'Americaine': 1}",3.91,3.5,3.52,3.38,1.48,0.18,2.14
lilisasanala,2015,19,12,None,None,None,"{'Francaise': 5, 'Europeenne': 4, 'Asiatique': 2, 'Thai': 1, 'Suisse': 1, 'Saine': 1, 'Pub': 1, 'Pakistanaise': 1, 'Mediterraneenne': 1, 'Moderne': 1, 'Italienne': 1, 'Indienne': 1, 'Bar': 1, 'Americaine': 1}",3.83,3.97,3.83,3.83,3.3,0.0,1.77
935patrickc,2013,62,46,None,None,None,"{'Europeenne': 12, 'Francaise': 11, 'Suisse': 7, 'Internationale': 2, 'Espagnole': 2, 'Bar': 2, 'Vietnamienne': 1, 'Thai': 1, 'Saine': 1, 'Pub': 1, 'Pizza': 1, 'Italienne': 1, 'Europe_centrale': 1, 'Chinoise': 1, 'Bar_a_bieres': 1, 'Asiatique': 1}",3.92,3.98,3.93,3.75,2.55,0.08,2.13
romainqueru,2008,15,72,None,None,suisse,"{'Europeenne': 4, 'Francaise': 3, 'Suisse': 1, 'Pub': 1, 'Italienne': 1, 'Brasserie_gastronomique': 1, 'Bar': 1}",3.54,3.54,3.75,3.58,3.62,0.0,2.08
Manufish,2012,349,168,35-49,H,france,"{'Europeenne': 59, 'Francaise': 50, 'Mediterraneenne': 15, 'Suisse': 14, 'Italienne': 14, 'Americaine': 7, 'Internationale': 6, 'Pizza': 5, 'Brasserie_gastronomique': 5, 'Bar': 5, 'Steakhouse': 4, 'Restauration_rapide': 4, 'Moderne': 4, 'Pub': 3, 'Pakistanaise': 2, 'Indienne': 2, 'Fusion': 2, 'Cafe': 2, 'Traiteur': 1, 'Sushi': 1, 'Sicilienne': 1, 'Japonaise': 1, 'Italie_du_Sud': 1, 'Grillades': 1, 'Bar_a_vins': 1, 'Bar_a_bieres': 1, 'Asiatique': 1}",4.11,4.1,4.06,3.7,3.26,0.2,2.25
Giovanni_1227,2011,74,32,25-34,H,suisse,"{'Europeenne': 3, 'Suisse': 2, 'Mediterraneenne': 2, 'Italienne': 2, 'Steakhouse': 1, 'Pub': 1, 'Pizza': 1, 'Brasserie_gastronomique': 1}",3.4,3.3,3.3,3.13,3.33,0.0,2.0
Nounoune63,2015,47,33,None,None,None,"{'Europeenne': 11, 'Francaise': 10, 'Thai': 3, 'Chinoise': 3, 'Asiatique': 3, 'Suisse': 2, 'Pub': 2, 'Mediterraneenne': 2, 'Bar': 2, 'Steakhouse': 1, 'Portugaise': 1, 'Latino': 1, 'Italienne': 1, 'Internationale': 1, 'Britannique': 1, 'Argentine': 1}",4.08,4.11,3.98,3.96,2.38,0.12,1.87
RoyalCruiser,2008,53,113,None,None,suisse,"{'Europeenne': 4, 'Suisse': 2, 'Internationale': 2, 'Francaise': 2, 'Toscane': 1, 'Pub': 1, 'Mediterraneenne': 1, 'Italienne': 1, 'Italie_du_Centre': 1}",4.12,4.1,4.4,3.82,3.7,0.0,2.2
lomoser,2014,28,12,25-34,H,autriche,"{'Europeenne': 5, 'Francaise': 4, 'Internationale': 3, 'Cafe': 3, 'Suisse': 2, 'Pub': 2, 'Pizza': 2, 'Mediterraneenne': 2, 'Italienne': 2, 'Bar': 2, 'Steakhouse': 1, 'Saine': 1, 'Restauration_rapide': 1, 'Mexicaine': 1, 'Marocaine': 1, 'Libanaise': 1, 'Indienne': 1, 'Americaine': 1}",3.99,3.96,3.99,3.91,2.34,0.0,1.78
Fabrice1290,2010,69,24,None,None,suisse,"{'Europeenne': 22, 'Francaise': 14, 'Mediterraneenne': 9, 'Italienne': 9, 'Suisse': 8, 'Steakhouse': 4, 'Asiatique': 4, 'Pizza': 3, 'Internationale': 3, 'Sushi': 2, 'Grillades': 2, 'Europe_centrale': 2, 'Chinoise': 2, 'Thai': 1, 'Pub': 1, 'Indienne': 1, 'Cafe': 1, 'Bar': 1}",3.84,4.03,3.9,3.44,2.46,0.14,2.36
florent s,2016,39,18,None,None,suisse,"{'Francaise': 2, 'Sushi': 1, 'Pub': 1, 'Mediterraneenne': 1, 'Italienne': 1, 'Grillades': 1, 'Europeenne': 1, 'Chinoise': 1, 'Bar_a_vins': 1, 'Bar': 1, 'Asiatique': 1}",4.0,4.25,4.25,3.5,3.0,0.25,2.75
Raphdiffero,2012,23,25,18-24,H,suisse,"{'Europeenne': 9, 'Francaise': 8, 'Steakhouse': 3, 'Restauration_rapide': 3, 'Italienne': 3, 'Suisse': 2, 'Pizza': 2, 'Internationale': 2, 'Cafe': 2, 'Brasserie_gastronomique': 2, 'Americaine': 2, 'Sushi': 1, 'Pub': 1, 'Napolitaine': 1, 'Mediterraneenne': 1, 'Italie_du_Sud': 1, 'Grillades': 1, 'Campanie': 1}",3.7,3.77,3.77,3.33,3.48,0.07,2.32
AlainP1790,2016,2,2,None,None,None,"{'Pub': 1, 'Pizza': 1, 'Italienne': 1, 'Cafe': 1, 'Bar': 1}",4.5,0.0,0.0,0.0,0.0,0.0,0.0
Lorianne1920,2022,1,1,None,None,None,"{'Suisse': 1, 'Pub': 1, 'Pizza': 1, 'Italienne': 1, 'Europeenne': 1, 'Bar': 1}",4.0,4.0,4.5,4.0,0.0,0.0,3.0
R1297XXkarineb,2022,1,1,None,None,None,"{'Suisse': 1, 'Pub': 1, 'Pizza': 1, 'Italienne': 1, 'Europeenne': 1, 'Bar': 1}",4.0,4.0,4.5,4.0,0.0,0.0,3.0
catherineschlich,2013,5,4,None,None,suisse,"{'Suisse': 1, 'Pub': 1, 'Pizza': 1, 'Italienne': 1, 'Europeenne': 1, 'Bar': 1}",4.0,4.0,4.5,4.0,0.0,0.0,3.0
ludoblan,2016,2,2,None,None,None,"{'Suisse': 1, 'Pub': 1, 'Pizza': 1, 'Italienne': 1, 'Europeenne': 1, 'Bar': 1}",4.0,4.0,4.5,4.0,0.0,0.0,3.0
NinoI136,2017,1,1,None,None,None,"{'Suisse': 1, 'Pub': 1, 'Pizza': 1, 'Italienne': 1, 'Europeenne': 1, 'Bar': 1}",4.0,4.0,4.5,4.0,0.0,0.0,3.0
AnanasDiscret,2020,5,4,None,None,suisse,"{'Italienne': 2, 'Europeenne': 2, 'Suisse': 1, 'Pub': 1, 'Pizza': 1, 'Mediterraneenne': 1, 'Bar': 1}",3.88,4.08,4.23,3.92,0.92,0.0,2.31
270st_phanep,2014,1,1,None,None,suisse,"{'Suisse': 1, 'Pub': 1, 'Pizza': 1, 'Italienne': 1, 'Europeenne': 1, 'Bar': 1}",4.0,4.0,4.5,4.0,0.0,0.0,3.0
sofiahusserd,2016,8,12,None,None,suisse,"{'Suisse': 3, 'Europeenne': 3, 'Europe_centrale': 2, 'Pub': 1, 'Pizza': 1, 'Italienne': 1, 'Internationale': 1, 'Francaise': 1, 'Bar': 1}",4.33,4.33,4.5,4.33,3.0,0.33,2.67
ju-liette-brt10,2020,9,8,None,None,suisse,"{'Suisse': 1, 'Pub': 1, 'Pizza': 1, 'Italienne': 1, 'Europeenne': 1, 'Bar': 1}",4.0,4.0,4.5,4.0,0.0,0.0,3.0
Ptnderider2020,2020,1,1,None,None,None,"{'Suisse': 1, 'Pub': 1, 'Pizza': 1, 'Italienne': 1, 'Europeenne': 1, 'Bar': 1}",4.0,4.0,4.5,4.0,0.0,0.0,3.0
mathis_joye,2020,1,1,None,None,None,"{'Suisse': 1, 'Pub': 1, 'Pizza': 1, 'Italienne': 1, 'Europeenne': 1, 'Bar': 1}",4.0,4.0,4.5,4.0,0.0,0.0,3.0
Elonmuskofficial,2020,3,3,None,None,None,"{'Suisse': 1, 'Pub': 1, 'Pizza': 1, 'Italienne': 1, 'Europeenne': 1, 'Bar': 1, 'Americaine': 1}",4.0,4.28,4.22,4.0,2.22,0.0,2.44
nicococococococo,2020,1,1,None,None,None,"{'Suisse': 1, 'Pub': 1, 'Pizza': 1, 'Italienne': 1, 'Europeenne': 1, 'Bar': 1}",4.0,4.0,4.5,4.0,0.0,0.0,3.0
CretSuze,2020,1,1,None,None,suisse,"{'Suisse': 1, 'Pub': 1, 'Pizza': 1, 'Italienne': 1, 'Europeenne': 1, 'Bar': 1}",4.0,4.0,4.5,4.0,0.0,0.0,3.0
722cl_rembj,2015,1,1,None,None,None,"{'Suisse': 1, 'Pub': 1, 'Pizza': 1, 'Italienne': 1, 'Europeenne': 1, 'Bar': 1}",4.0,4.0,4.5,4.0,0.0,0.0,3.0
4chat,2019,1,1,None,None,None,"{'Suisse': 1, 'Pub': 1, 'Pizza': 1, 'Italienne': 1, 'Europeenne': 1, 'Bar': 1}",4.0,4.0,4.5,4.0,0.0,0.0,3.0
